"1",1,186218.053069265,2502359.16137566
"2",1,186217.162987967,2502460.87126123
"3",1,186214.493016712,2502562.54999216
"4",1,186210.043973338,2502664.16642331
"5",1,186203.817220625,2502765.68942868
"6",1,186195.814665884,2502867.08791085
"7",1,186186.03876037,2502968.33081055
"8",1,186174.49249853,2503069.38711617
"9",1,186161.179417089,2503170.22587325
"10",1,186146.103593963,2503270.81619398
"11",1,186129.269647012,2503371.12726664
"12",1,186110.682732626,2503471.12836505
"13",1,186090.348544143,2503570.78885796
"14",1,186068.27331011,2503670.07821847
"15",1,186044.463792368,2503768.96603335
"16",1,186018.927283986,2503867.42201239
"17",1,185991.671607029,2503965.41599762
"18",1,185962.705110153,2504062.91797261
"19",1,185932.036666058,2504159.89807162
"20",1,185899.675668765,2504256.32658879
"21",1,185865.632030738,2504352.17398718
"22",1,185829.916179849,2504447.41090787
"23",1,185792.539056186,2504542.00817895
"24",1,185753.512108696,2504635.9368244
"25",1,185712.847291686,2504729.16807306
"26",1,185670.557061155,2504821.67336734
"27",1,185626.654370981,2504913.42437204
"28",1,185581.152668953,2505004.392983
"29",1,185534.065892651,2505094.55133573
"30",1,185485.408465179,2505183.87181389
"31",1,185435.195290745,2505272.32705784
"32",1,185383.441750096,2505359.88997292
"33",1,185330.163695806,2505446.53373784
"34",1,185275.377447424,2505532.23181283
"35",1,185219.09978647,2505616.95794779
"36",1,185161.347951298,2505700.68619035
"37",1,185102.139631815,2505783.3908938
"38",1,185041.492964061,2505865.04672493
"39",1,184979.426524657,2505945.62867184
"40",1,184915.959325112,2506025.11205155
"41",1,184851.110805999,2506103.47251758
"42",1,184784.900831004,2506180.68606743
"43",1,184717.349680838,2506256.72904987
"44",1,184648.478047025,2506331.57817227
"45",1,184578.307025567,2506405.21050767
"46",1,184506.858110479,2506477.60350181
"47",1,184434.153187207,2506548.73498007
"48",1,184360.214525922,2506618.58315425
"49",1,184285.064774702,2506687.12662921
"50",1,184208.726952593,2506754.34440947
"51",1,184131.224442554,2506820.21590563
"52",1,184052.580984304,2506884.72094065
"53",1,183972.82066704,2506947.83975605
"54",1,183891.967922065,2507009.55301798
"55",1,183810.047515303,2507069.84182311
"56",1,183727.084539711,2507128.68770444
"57",1,183643.104407595,2507186.07263694
"58",1,183558.132842826,2507241.97904309
"59",1,183472.195872957,2507296.38979826
"60",1,183385.319821256,2507349.28823594
"61",1,183297.53129864,2507400.65815286
"62",1,183208.857195522,2507450.48381396
"63",1,183119.324673579,2507498.7499572
"64",1,183028.961157426,2507545.44179821
"65",1,182937.794326223,2507590.54503486
"66",1,182845.85210519,2507634.04585163
"67",1,182753.162657057,2507675.93092382
"68",1,182659.754373434,2507716.18742167
"69",1,182565.655866121,2507754.80301424
"70",1,182470.895958337,2507791.76587323
"71",1,182375.503675893,2507827.06467658
"72",1,182279.508238304,2507860.68861196
"73",1,182182.939049836,2507892.62738005
"74",1,182085.825690502,2507922.87119771
"75",1,181988.197906995,2507951.410801
"76",1,181890.085603586,2507978.23744797
"77",1,181791.518832955,2508003.34292138
"78",1,181692.52778699,2508026.71953121
"79",1,181593.142787541,2508048.36011698
"80",1,181493.394277125,2508068.25804999
"81",1,181393.312809611,2508086.40723532
"82",1,181292.929040851,2508102.80211372
"83",1,181192.273719296,2508117.43766328
"84",1,181091.377676579,2508130.309401
"85",1,180990.271818064,2508141.41338416
"86",1,180888.987113385,2508150.74621151
"87",1,180787.55458696,2508158.30502431
"88",1,180686.005308482,2508164.08750724
"89",1,180584.37038341,2508168.09188906
"90",1,180482.680943437,2508170.31694321
"91",1,180380.968136951,2508170.76198812
"92",1,180279.263119502,2508169.42688747
"93",1,180177.597044251,2508166.31205022
"94",1,180076.001052431,2508161.41843047
"95",1,179974.506263809,2508154.74752718
"96",1,179873.143767152,2508146.30138371
"97",1,179771.944610704,2508136.08258719
"98",1,179670.939792679,2508124.09426772
"99",1,179570.160251759,2508110.34009744
"100",1,179469.636857626,2508094.82428937
"101",1,179369.400401499,2508077.55159614
"102",1,179269.481586706,2508058.52730855
"103",1,179169.911019281,2508037.75725388
"104",1,179070.719198583,2508015.24779421
"105",1,178971.936507959,2507991.00582438
"106",1,178873.593205437,2507965.03876993
"107",1,178775.719414454,2507937.35458479
"108",1,178678.345114635,2507907.96174888
"109",1,178581.500132601,2507876.86926549
"110",1,178485.214132844,2507844.08665854
"111",1,178389.516608631,2507809.62396962
"112",1,178294.436872975,2507773.49175497
"113",1,178200.004049654,2507735.70108221
"114",1,178106.247064291,2507696.26352696
"115",1,178013.194635495,2507655.1911693
"116",1,177920.875266063,2507612.49659007
"117",1,177829.317234247,2507568.192867
"118",1,177738.548585096,2507522.29357072
"119",1,177648.597121864,2507474.81276059
"120",1,177559.490397494,2507425.76498041
"121",1,177471.255706177,2507375.16525397
"122",1,177383.920074994,2507323.0290804
"123",1,177297.510255633,2507269.3724295
"124",1,177212.052716199,2507214.21173677
"125",1,177127.573633107,2507157.56389844
"126",1,177044.098883058,2507099.44626624
"127",1,176961.654035121,2507039.87664213
"128",1,176880.264342894,2506978.87327282
"129",1,176799.954736771,2506916.45484419
"130",1,176720.749816308,2506852.64047557
"131",1,176642.673842685,2506787.44971387
"132",1,176565.750731274,2506720.90252761
"133",1,176490.004044317,2506653.01930079
"134",1,176415.456983706,2506583.82082666
"135",1,176342.132383876,2506513.32830133
"136",1,176270.052704811,2506441.56331729
"137",1,176199.240025166,2506368.5478568
"138",1,176129.716035502,2506294.30428517
"139",1,176061.502031642,2506218.85534385
"140",1,175994.618908149,2506142.22414355
"141",1,175929.087151927,2506064.43415708
"142",1,175864.92683594,2505985.50921223
"143",1,175802.157613072,2505905.4734844
"144",1,175740.7987101,2505824.35148927
"145",1,175680.868921809,2505742.16807523
"146",1,175622.386605231,2505658.9484158
"147",1,175565.369674026,2505574.71800191
"148",1,175509.835592994,2505489.50263409
"149",1,175455.801372722,2505403.32841458
"150",1,175403.28356438,2505316.22173932
"151",1,175352.298254643,2505228.20928987
"152",1,175302.861060772,2505139.31802522
"153",1,175254.987125823,2505049.57517358
"154",1,175208.691114014,2504959.00822399
"155",1,175163.987206228,2504867.64491791
"156",1,175120.889095677,2504775.51324076
"157",1,175079.409983698,2504682.64141329
"158",1,175039.562575717,2504589.05788298
"159",1,175001.359077353,2504494.79131531
"160",1,174964.811190681,2504399.87058497
"161",1,174929.930110649,2504304.32476704
"162",1,174896.726521645,2504208.18312806
"163",1,174865.210594226,2504111.47511708
"164",1,174835.391982006,2504014.23035664
"165",1,174807.279818692,2503916.47863368
"166",1,174780.882715295,2503818.24989043
"167",1,174756.208757483,2503719.57421524
"168",1,174733.265503113,2503620.48183336
"169",1,174712.059979909,2503521.00309768
"170",1,174692.598683314,2503421.16847942
"171",1,174674.887574499,2503321.00855883
"172",1,174658.932078534,2503220.55401579
"173",1,174644.737082733,2503119.83562044
"174",1,174632.306935151,2503018.88422372
"175",1,174621.645443252,2502917.73074796
"176",1,174612.755872749,2502816.40617737
"177",1,174605.640946596,2502714.94154859
"178",1,174600.302844159,2502613.36794114
"179",1,174596.743200548,2502511.71646793
"180",1,174594.963106113,2502410.01826573
"181",1,174594.963106113,2502308.3044856
"182",1,174596.743200548,2502206.60628339
"183",1,174600.302844159,2502104.95481018
"184",1,174605.640946596,2502003.38120273
"185",1,174612.755872749,2501901.91657395
"186",1,174621.645443252,2501800.59200336
"187",1,174632.306935151,2501699.4385276
"188",1,174644.737082733,2501598.48713089
"189",1,174658.932078534,2501497.76873553
"190",1,174674.887574499,2501397.3141925
"191",1,174692.598683314,2501297.15427191
"192",1,174712.059979909,2501197.31965365
"193",1,174733.265503113,2501097.84091796
"194",1,174756.208757483,2500998.74853608
"195",1,174780.882715295,2500900.07286089
"196",1,174807.279818692,2500801.84411764
"197",1,174835.391982006,2500704.09239468
"198",1,174865.210594226,2500606.84763424
"199",1,174896.726521645,2500510.13962326
"200",1,174929.930110649,2500413.99798428
"201",1,174964.811190681,2500318.45216635
"202",1,175001.359077353,2500223.53143602
"203",1,175039.562575717,2500129.26486834
"204",1,175079.409983698,2500035.68133803
"205",1,175120.889095677,2499942.80951056
"206",1,175163.987206228,2499850.67783341
"207",1,175208.691114014,2499759.31452734
"208",1,175254.987125823,2499668.74757774
"209",1,175302.861060772,2499579.0047261
"210",1,175352.298254643,2499490.11346146
"211",1,175403.28356438,2499402.101012
"212",1,175455.801372722,2499314.99433674
"213",1,175509.835592994,2499228.82011723
"214",1,175565.369674026,2499143.60474942
"215",1,175622.386605231,2499059.37433553
"216",1,175680.868921809,2498976.1546761
"217",1,175740.7987101,2498893.97126205
"218",1,175802.157613072,2498812.84926692
"219",1,175864.92683594,2498732.8135391
"220",1,175929.087151927,2498653.88859424
"221",1,175994.618908149,2498576.09860777
"222",1,176061.502031642,2498499.46740747
"223",1,176129.716035502,2498424.01846616
"224",1,176199.240025166,2498349.77489452
"225",1,176270.052704811,2498276.75943404
"226",1,176342.132383876,2498204.99445
"227",1,176415.456983706,2498134.50192466
"228",1,176490.004044317,2498065.30345053
"229",1,176565.750731274,2497997.42022371
"230",1,176642.673842685,2497930.87303745
"231",1,176720.749816308,2497865.68227576
"232",1,176799.954736771,2497801.86790713
"233",1,176880.264342894,2497739.4494785
"234",1,176961.654035121,2497678.44610919
"235",1,177044.098883058,2497618.87648508
"236",1,177127.573633107,2497560.75885288
"237",1,177212.052716199,2497504.11101455
"238",1,177297.510255633,2497448.95032182
"239",1,177383.920074994,2497395.29367092
